Year,Brazil,China,France,Germany,India,Japan,Netherlands,Russia,Saudi Arabia,UK,USA
2004,3.1636363636363622,1.8909090909090904,6.018181818181817,7.0,0.0,6.5636363636363635,6.654545454545454,4.345454545454546,4.2727272727272725,6.527272727272727,6.672727272727273
2005,3.183510638297871,1.9920212765957444,6.143617021276595,7.0,0.0,6.571808510638298,6.702127659574468,4.337765957446808,4.375,6.627659574468085,6.702127659574468
2006,3.178378378378377,2.062162162162162,6.129729729729729,7.0,0.0,6.545945945945946,6.754054054054054,4.427027027027027,4.313513513513513,6.527027027027026,6.697297297297297
2007,3.183561643835616,2.186301369863015,6.098630136986301,7.0,0.0,6.501369863013698,6.789041095890411,4.5260273972602745,4.219178082191782,6.501369863013698,6.673972602739726
2008,3.2172701949860723,2.24233983286908,6.0445682451253475,7.0,0.0,6.454038997214484,6.7465181058495824,4.543175487465182,4.250696378830084,6.5515320334261835,6.629526462395543
2009,3.2231638418079096,2.3926553672316375,6.011299435028247,7.0,0.0,6.446327683615819,6.742937853107344,4.4689265536723175,4.251412429378532,6.644067796610169,6.644067796610169
2010,3.1965317919075145,2.4277456647398834,6.028901734104046,7.0,0.0,6.41329479768786,6.777456647398844,4.410404624277457,4.268786127167631,6.696531791907514,6.65606936416185
2011,3.0973451327433636,2.353982300884956,5.96755162241888,7.0,0.0,6.256637168141594,6.855457227138645,4.522123893805309,4.294985250737465,6.463126843657819,6.545722713864309
2012,3.113432835820896,2.4238805970149255,5.9343283582089565,7.0,0.0,6.2686567164179126,6.811940298507465,4.513432835820895,4.388059701492537,6.43582089552239,6.561194029850748
2013,3.118181818181819,2.5030303030303034,5.960606060606062,7.0,0.0,6.300000000000002,6.830303030303032,4.5606060606060606,4.496969696969697,6.703030303030305,6.575757575757578
2014,3.024691358024692,2.527777777777778,5.941358024691359,7.0,0.0,6.2438271604938285,6.78395061728395,4.450617283950617,4.666666666666666,6.632716049382719,6.503086419753088
2015,2.9111111111111114,2.6,5.955555555555557,7.0,0.0,6.311111111111113,6.822222222222222,4.444444444444445,4.844444444444444,6.6222222222222245,6.555555555555558
2016,2.7770491803278694,2.616393442622951,5.990163934426231,7.0,0.0,6.288524590163936,6.81639344262295,4.383606557377049,4.957377049180328,6.655737704918034,6.540983606557379
2017,2.804635761589404,2.688741721854305,6.0033112582781465,7.0,0.0,6.281456953642386,6.860927152317881,4.380794701986755,5.099337748344372,6.675496688741724,6.536423841059605
2018,2.9013157894736845,2.9013157894736845,6.0559210526315805,7.0,0.0,6.286184210526317,6.884868421052632,4.536184210526316,5.226973684210527,6.631578947368423,6.585526315789476
2019,2.859477124183007,2.9738562091503273,6.016339869281047,7.0,0.0,6.199346405228759,6.839869281045751,4.483660130718954,5.19281045751634,6.633986928104575,6.519607843137257
2020,2.7260726072607264,3.0957095709570965,5.937293729372938,7.0,0.0,6.23762376237624,6.768976897689768,3.834983498349834,5.151815181518152,6.422442244224424,6.306930693069309
2021,2.72347266881029,3.308681672025725,6.032154340836014,7.0,0.0,6.189710610932478,6.842443729903537,3.7363344051446936,5.199356913183281,6.617363344051447,6.167202572347268
2022,2.609318996415771,3.010752688172044,6.021505376344088,7.0,0.0,6.146953405017923,6.949820788530467,3.7634408602150526,5.4444444444444455,6.774193548387096,6.372759856630826
2023,2.58029197080292,2.8613138686131396,6.003649635036498,7.0,0.0,6.131386861313871,6.897810218978102,3.7554744525547434,5.492700729927008,6.667883211678832,6.463503649635036
